X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume),% Truck,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date
383736.1826,5036677.455,240 S OF CHARLEMAGNE BLVD/DES EPINETTES AVE @ TENTH LINE RD,27032,2.35%,51,6,2017-Apr-19
376058.7219,5001706.333,2ND LINE RD @ OSGOODE MAIN ST,3529,4.88%,4,0,2017-Jan-17
383165.797,5016891.458,8TH LINE RD @ PARKWAY RD,3961,4.68%,5,5,2017-Oct-11
358343.226,5023230.238,AERO DR @ HOLLY ACRES RD,7820,3.10%,97,15,2017-Nov-30
374971.7411,5027717.536,AGES DR @ HAWTHORNE RD,23004,14.52%,24,4,2017-Jan-25
366428.7011,5030626.571,ALBERT ST @ BOOTH ST,36881,11.81%,3742,34,2017-Mar-28
366428.7011,5030626.571,ALBERT ST @ BOOTH ST,33577,11.83%,4540,181,2017-Jun-08
366739.7019,5031016.574,ALBERT ST @ BRONSON AVE,15215,14.03%,950,13,2017-Dec-13
366713.7011,5030971.574,ALBERT ST @ COMMISSIONER ST,13304,14.93%,435,57,2017-Apr-19
366576.7011,5030720.571,ALBERT ST @ EMPRESS AVE,15562,20.64%,824,7,2017-Apr-19
366576.7011,5030720.571,ALBERT ST @ EMPRESS AVE,16215,21.95%,905,6,2017-Mar-28
367221.703,5031319.576,ALBERT ST @ KENT ST (OTTAWA),20485,11.96%,15758,25,2017-Mar-28
367691.7041,5031613.579,ALBERT ST @ METCALFE ST,16461,12.85%,17739,52,2017-Mar-28
374010.0249,5019208.543,ALBION RD @ FINDLAY CREEK DR,16932,5.13%,7,20,2017-Jun-08
375906.754,5014804.447,ALBION RD @ MITCH OWENS RD,18435,9.02%,0,5,2017-May-04
373630.743,5020104.485,ALBION RD @ QUINN RD/FENTON RD,15451,4.25%,16,5,2017-Jun-29
375092.751,5016674.461,ALBION RD @ RIDEAU RD,15260,8.80%,1,13,2017-May-04
372129.734,5023174.507,ALDERWOOD ST @ AUTUMNWOOD ST,849,4.83%,33,9,2017-Jun-08
372097.734,5023336.508,ALDERWOOD ST @ TRAPPER'S RD,1067,3.23%,27,10,2017-Apr-12
349372.1751,5015900.885,ALON ST @ MAPLE GROVE RD,628,2.61%,1,0,2017-Nov-02
349372.1751,5015900.885,ALON ST @ MAPLE GROVE RD,647,3.54%,3,3,2017-Nov-03
370344.72,5028017.545,ALTA VISTA DR @ CUNNINGHAM AVE,13958,2.69%,151,153,2017-Jun-01
370432.7189,5029081.553,ALTA VISTA DR @ SMYTH RD,40310,2.84%,382,105,2017-Apr-11
370432.7189,5029081.553,ALTA VISTA DR @ SMYTH RD,46976,2.99%,463,55,2017-Nov-21
372925.6789,5033117.756,AMBERCREST ST @ MEADOWCROFT CRES E,300,5.46%,25,6,2017-Nov-29
372841.6411,5033067.662,AMBERCREST ST @ MEADOWCROFT CRES W,801,3.64%,56,32,2017-Sep-21
375697.8841,5020813.431,ANALDEA DR/ WHITE ALDER AVE @ BANK ST,17650,3.90%,60,0,2017-Mar-13
376280.7381,5031841.563,ANDERSON RD @ INNES RD,47834,4.05%,0,86,2017-May-03
380473.774,5024908.508,ANDERSON RD @ LEITRIM RD,9218,5.65%,2,2,2017-Jun-21
379029.7589,5028508.532,ANDERSON RD @ RIDGE RD,9783,2.45%,0,3,2017-Jun-01
364934.617,5012032.691,ANDRE AUDET AVE @ DUNDONALD DR,3433,2.86%,53,9,2017-Jun-29
361669.683,5026448.533,ANTHONY AVE @ WOODROFFE AVE,14281,2.21%,86,21,2017-Aug-03
361669.683,5026448.533,ANTHONY AVE @ WOODROFFE AVE,13806,2.40%,60,10,2017-Aug-22
361669.683,5026448.533,ANTHONY AVE @ WOODROFFE AVE,16371,2.41%,108,18,2017-Sep-26
361669.683,5026448.533,ANTHONY AVE @ WOODROFFE AVE,14372,2.37%,81,8,2017-Nov-16
375316.7279,5033687.581,APPLEFORD ST @ OGILVIE RD,14968,4.94%,606,2,2017-Feb-09
384776.3381,5035179.102,AQUAVIEW DR @ BRIAN COBURN BLVD,12232,3.00%,302,18,2017-May-03
372781.729,5028923.549,ARCH ST @ CHAPMAN BLVD,913,3.79%,117,35,2017-Sep-07
368184.7079,5030485.568,ARGYLE AVE @ O'CONNOR ST,17011,2.03%,2382,68,2017-Mar-21
368337.7079,5030578.569,ARGYLE AVE W @ METCALFE ST,14266,1.49%,379,5,2017-Apr-04
367222.7049,5029867.563,ARLINGTON AVE @ BRONSON AVE,24589,4.12%,667,13,2017-Dec-13
367868.7071,5030257.566,ARLINGTON AVE @ KENT ST,16213,2.13%,903,45,2017-Apr-05
363453.691,5028441.552,ATHLONE AVE @ RICHMOND RD,11918,2.01%,1948,139,2017-Apr-20
363329.952,5028734.994,ATHLONE AVE @ SCOTT ST,9502,4.64%,1346,119,2017-Nov-22
373110.723,5032376.576,AVIATION PKWY @ OGILVIE RD,45770,1.87%,323,159,2017-May-09
368354.711,5028536.551,AYLMER AVE @ ROSEDALE AVE,1757,3.52%,267,15,2017-Jan-11
388036.7781,5001137.32,BANK ST @ BELMEADE RD/MARIONVILLE RD,6099,6.75%,0,0,2017-Mar-28
368040.755,5030268.015,BANK ST @ CATHERINE ST,24611,4.34%,2787,109,2017-Apr-05
369944.72,5026989.537,BANK ST @ CECIL AVE,25118,2.62%,168,18,2017-Apr-25
369918.0759,5027062.301,BANK ST @ EVANS AVE,24424,2.67%,143,12,2017-Apr-06
368399.6381,5029398.237,BANK ST @ FIFTH AVE,17358,4.69%,5563,862,2017-Jul-20
368399.6381,5029398.237,BANK ST @ FIFTH AVE,24001,2.38%,10981,764,2017-Sep-10
368399.6381,5029398.237,BANK ST @ FIFTH AVE,17159,4.81%,6064,683,2017-Oct-10
368239.709,5029787.562,BANK ST @ GLEBE AVE,15759,5.30%,3366,677,2017-Jul-20
368239.709,5029787.562,BANK ST @ GLEBE AVE,20259,2.73%,5192,536,2017-Sep-10
368239.709,5029787.562,BANK ST @ GLEBE AVE,15870,4.99%,3965,584,2017-Oct-10
380470.7759,5012801.434,BANK ST @ GREY'S CREEK RD,9203,9.87%,0,0,2017-Jul-27
380470.7759,5012801.434,BANK ST @ GREY'S CREEK RD,9023,9.55%,0,0,2017-Nov-02
368481.711,5029197.556,BANK ST @ HOLMWOOD AVE,16514,4.73%,5319,774,2017-Jul-20
368481.711,5029197.556,BANK ST @ HOLMWOOD AVE,23389,2.46%,12930,770,2017-Sep-10
367480.7041,5031265.576,BANK ST @ LAURIER AVE,15286,5.95%,18113,573,2017-Apr-05
386401.7759,5002845.344,BANK ST @ LAWRENCE ST,6417,6.30%,5,1,2017-Mar-28
377758.7649,5015947.456,BANK ST @ MITCH OWENS RD,21769,9.39%,0,3,2017-May-04
378746.769,5014207.444,BANK ST @ PARKWAY RD,11502,7.37%,6,4,2017-Apr-12
376954.7611,5017844.469,BANK ST @ RIDEAU RD,21799,13.67%,2,1,2017-Jun-13
375523.5441,5021226.117,BANK ST @ ROTARY WAY,18772,3.73%,13,0,2017-Mar-13
368305.7101,5029628.56,BANK ST @ SECOND AVE,15312,5.30%,4934,617,2017-Jul-20
368305.7101,5029628.56,BANK ST @ SECOND AVE,19982,2.75%,8466,567,2017-Sep-10
368305.7101,5029628.56,BANK ST @ SECOND AVE,15184,5.09%,5192,577,2017-Oct-10
372195.88,5024132.472,BANK ST @ SIEVERIGHT AVE,20497,3.82%,24,4,2017-Nov-30
371083.7295,5024521.516,BANK ST @ SOUTHKEYS SC,26645,2.77%,104,7,2017-Mar-13
368577.7121,5028966.554,BANK ST @ WILTON CRES,21165,3.33%,328,339,2017-Jun-06
368577.7121,5028966.554,BANK ST @ WILTON CRES,19593,3.72%,801,1041,2017-Jul-20
368577.7121,5028966.554,BANK ST @ WILTON CRES,23912,2.19%,1604,1027,2017-Sep-10
368577.7121,5028966.554,BANK ST @ WILTON CRES,19994,3.64%,1012,932,2017-Oct-10
368108.7079,5030103.565,BANK ST/PRETORIA AVE @ CHAMBERLAIN AVE S,15907,5.01%,1060,562,2017-Jul-20
368108.7079,5030103.565,BANK ST/PRETORIA AVE @ CHAMBERLAIN AVE S,20225,2.76%,1800,421,2017-Sep-10
368108.7079,5030103.565,BANK ST/PRETORIA AVE @ CHAMBERLAIN AVE S,16259,4.74%,2787,439,2017-Oct-10
366735.6901,5009189.384,BANKFIELD RD @ FIRST LINE RD,9710,7.49%,0,2,2017-Apr-20
366735.6901,5009189.384,BANKFIELD RD @ FIRST LINE RD,10138,9.38%,0,0,2017-Nov-01
367735.697,5009762.391,BANKFIELD RD @ POTTER DR/LOCKMASTER CRES,10585,9.37%,2,0,2017-May-25
366379.6871,5008975.381,BANKFIELD RD @ PRINCE OF WALES DR,17834,7.25%,1,0,2017-Nov-01
365622.2759,5014371.36,BARCHAM CRES E @ BREN-MAUR RD,643,6.80%,17,0,2017-Mar-28
369940.7079,5033575.594,BARIBEAU ST @ DAGMAR AVE,497,5.28%,70,20,2017-Nov-29
366646.6951,5011532.406,BARNSDALE RD @ PRINCE OF WALES DR,13287,3.92%,4,33,2017-May-24
367265.7,5011882.41,BARNSDALE RD @ RIDEAU VALLEY DR,11748,3.12%,1,58,2017-May-24
362292.6781,5016244.443,BARRAN ST @ FALLOWFIELD RD,17184,3.10%,4,0,2017-Nov-02
359629.669,5021987.493,BASELINE RD @ SANDCASTLE DR,23142,3.12%,84,2,2017-Jan-12
358635.663,5021821.491,BASELINE RD/HWY 416 RICHMOND IC75R53 @ RICHMON,38317,2.54%,41,3,2017-Mar-08
367034.703,5030997.574,BAY ST @ LAURIER AVE,8480,2.16%,2696,464,2017-Apr-05
367248.6381,5030647.193,BAY ST @ SOMERSET ST,9590,3.73%,2373,817,2017-May-17
367248.6381,5030647.193,BAY ST @ SOMERSET ST,8862,3.75%,2150,947,2017-Jul-19
366856.7019,5031279.576,BAY ST @ SPARKS ST,9338,1.93%,1931,176,2017-Nov-23
359372.6871,5023368.535,BAYSHORE DR @ RICHMOND RD,33081,2.64%,38,8,2017-Nov-22
366091.7011,5029269.559,BAYSWATER AVE @ YOUNG ST,4879,1.21%,255,59,2017-Apr-19
365527.377,5015321.482,BEATRICE DR @ STRANDHERD DR,30445,3.13%,170,10,2017-Apr-25
381546.749,5036132.574,BEAUSEJOUR DR @ CHAMPNEUF DR,4073,2.45%,82,3,2017-Apr-19
381420.7479,5036060.574,BEAUSEJOUR DR @ JEANNE D'ARC BLVD,24531,2.20%,222,11,2017-May-09
368516.7041,5032987.591,BEAUSOLEIL DR @ OLD ST. PATRICK ST,4314,5.47%,745,51,2017-Nov-23
366382.703,5029141.557,BEECH ST @ LORETTA AVE,2744,3.45%,253,11,2017-Feb-22
360961.6759,5020793.483,BELLMAN DR @ MCCLELLAN RD,3622,5.02%,75,23,2017-Apr-26
379283.7389,4996311.283,BELMEADE RD @ STAGECOACH RD,2185,8.00%,0,0,2017-Mar-28
368953.7041,5033811.598,BERTRAND ST @ IVY CRES W,315,2.60%,68,11,2017-Nov-29
368315.9299,5032191.984,BESSERER ST @ WALLER ST,16613,13.01%,3088,53,2017-May-09
349458.58,5013476.424,BEVERLY ST @ JONATHAN PACK ST,2033,2.51%,18,0,2017-Dec-13
369273.7159,5028046.546,BILLINGS BRIDGE NB RAMP @ RIVERSIDE DR WB,1630,2.79%,0,0,2017-Jan-11
369177.3,5027785.504,BILLINGS BRIDGESC RAMP SB @ RIVERSIDE DR EB,1635,2.12%,1,0,2017-Jan-11
370286.706,5034692.604,BIRCH AVE @ HEMLOCK RD,14028,3.18%,31,82,2017-Apr-19
378162.3614,5032392.267,BLACKBURN BYPASS @ 1700 W OF NAVAN RD,31652,3.72%,64,0,2017-Apr-19
379791.7479,5033781.565,BLACKBURN BYPASS @ INNES RD E,33010,3.70%,0,19,2017-May-03
377184.7411,5032180.563,BLACKBURN BYPASS @ INNES RD W,43515,4.25%,1,44,2017-May-03
379617.749,5033274.562,BLACKBURN BYPASS @ NAVAN RD,34539,4.43%,0,9,2017-May-03
374416.7249,5033434.581,BLAIR RD @ CLAVER ST,12957,2.40%,422,80,2017-Jul-26
374911.7299,5032656.573,BLAIR RD @ REGIONAL RD 174 S/OR174 IC112 RAMP15,34443,4.94%,1,12,2017-Apr-11
369853.7181,5028038.546,BLOSSOM DR @ WINTHER AVE,772,1.06%,15,38,2017-Jul-05
380872.0759,5033424.923,BLUE WILLOW CRES N @ ORLEANS BLVD,5474,5.49%,65,9,2017-Sep-21
366264.257,5031006.688,BOOTH ST @ OTTAWA RIVER PKWY/WELLINGTON ST,50268,2.94%,1015,362,2017-Jun-08
372259.7181,5033210.585,BORTHWICK AVE @ BURN ST,732,2.49%,53,10,2017-Nov-21
372197.7241,5030273.56,BOTSFORD ST @ CORONATION AVE,3253,6.35%,87,47,2017-Nov-09
388065.8249,5022162.473,BOUNDARY RD @ MITCH OWENS RD,10254,7.05%,4,1,2017-Jun-08
386579.8079,5026009.496,BOUNDARY RD @ RUSSELL RD E,8464,9.29%,12,4,2017-May-31
380977.7479,5035508.572,BOYER RD @ ORLEANS BLVD,13140,2.91%,84,8,2017-May-25
366376.703,5028887.555,BREEZEHILL AVE @ HICKORY ST,1205,3.63%,217,15,2017-Feb-22
368088.711,5028099.547,BREWER WAY @ HOPEWELL AVE,316,2.07%,70,44,2017-May-09
385141.5781,5035343.548,BRIAN COBURN BLVD @ ESPRIT DR,11204,3.44%,290,1,2017-Nov-29
385141.5781,5035343.548,BRIAN COBURN BLVD @ ESPRIT DR,11395,3.71%,299,20,2017-May-03
383523.5359,5034614.313,BRIAN COBURN BLVD @ GERRY LALONDE DR,13029,2.20%,41,2,2017-Nov-29
384046.5521,5034850.028,BRIAN COBURN BLVD @ STRASBOURG ST,11842,3.09%,169,6,2017-Apr-20
390721.8729,5041581.804,BRICKLAND DR @ DUNNING RD,3552,6.66%,1,2,2017-Mar-02
369129.7071,5010448.401,BRIDGE ST @ NORTH RIVERSIDE DR,16482,6.26%,10,0,2017-Jan-17
354872.6871,5015403.916,BRIDGESTONE DR @ EAGLESON RD,17435,3.22%,23,3,2017-May-25
371771.7321,5023568.51,BRIDLE PATH DR @ TRAPPER'S RD,6487,3.66%,204,81,2017-Jun-22
363207.6901,5026913.538,BRIERWOOD AVE/HIGHLAND AVE @ TILLBURY AVE E,752,2.83%,50,111,2017-Aug-29
366125.3994,5030906.609,BROAD ST @ OTTAWA RIVER PKWY,29133,0.59%,2,0,2017-Dec-13
363070.6901,5026906.538,BROADVIEW AVE @ TILLBURY AVE,4587,2.25%,424,105,2017-Jun-01
363141.6901,5026727.536,BROADVIEW AVE @ WELLESLEY AVE,5784,2.04%,1228,39,2017-Jun-01
368130.7101,5028792.553,BROADWAY AVE @ CRAIG ST,355,3.69%,66,75,2017-Aug-29
367753.1879,5028446.55,BRONSON AVE @ BRONSON AVE NB ON RAMP 42,48509,2.33%,90,100,2017-Jun-20
367797.709,5028318.549,BRONSON AVE @ BRONSON AVE SB ON RAMP 43,46658,2.30%,158,99,2017-Jun-20
367252.7049,5029796.563,BRONSON AVE @ CATHERINE ST/RAYMOND ST,40709,3.41%,815,13,2017-Apr-05
366768.7019,5030948.573,BRONSON AVE @ COMMISSIONER ST/SLATER ST,20071,12.48%,925,9,2017-Dec-13
366833.7019,5030792.572,BRONSON AVE @ GLOUCESTER ST,15747,4.64%,657,12,2017-Dec-13
366804.7019,5030861.573,BRONSON AVE @ LAURIER AVE,15265,4.42%,1265,118,2017-Apr-05
366804.7019,5030861.573,BRONSON AVE @ LAURIER AVE,14251,4.35%,1123,383,2017-Aug-29
366885.703,5030669.571,BRONSON AVE @ PRIMROSE AVE,16821,4.54%,663,14,2017-Dec-13
367356.706,5029551.56,BRONSON AVE @ RENFREW AVE,34913,3.27%,488,31,2017-Jun-20
367808.709,5028521.551,BRONSON PL @ COLONEL BY DR,15907,0.32%,179,6,2017-Feb-10
361242.8329,5026098.832,BYRON AVE @ RICHARDSON AVE,422,4.26%,57,46,2017-Aug-03
361242.8329,5026098.832,BYRON AVE @ RICHARDSON AVE,345,3.33%,29,16,2017-Nov-16
363035.689,5028061.548,BYRON AVE @ ROOSEVELT AVE,8315,1.42%,711,321,2017-Jun-01
363595.34,5028306.82,BYRON AVE @ TWEEDSMUIR AVE,8603,1.12%,237,70,2017-Nov-22
361597.683,5026624.535,BYRON AVE @ WOODROFFE AVE,14660,2.11%,129,82,2017-Aug-03
361597.683,5026624.535,BYRON AVE @ WOODROFFE AVE,14873,2.27%,106,14,2017-Nov-16
364764.6871,5012872.415,CAMBRIAN RD @ GREENBANK RD,17586,3.52%,256,13,2017-Sep-13
365113.837,5013068.716,CAMBRIAN RD @ KILBIRNIE DR/TUCANA WAY,10049,3.31%,369,6,2017-Apr-20
363975.4011,5012392.257,CAMBRIAN RD @ SEELEY'S BAY ST,6129,5.53%,31,0,2017-Nov-22
350508.5849,5019177.484,CAMPEAU DR @ HERLIHEY WAY,19123,1.72%,80,1,2017-Dec-06
350594.8671,5019401.944,CAMPEAU DR @ KANATA AVE,24489,2.65%,248,4,2017-Dec-06
352563.7219,5020467.538,CAMPEAU DR @ TERON RD/COLCHESTER SQ,22351,3.79%,258,8,2017-Dec-06
352841.6241,5020476.478,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD,65632,2.33%,10,5,2017-Mar-30
368907.6551,5016587.292,CANYON WALK DR @ OWLS CABIN AVE/VERMILLION DR,1879,2.62%,46,2,2017-Jun-29
364114.6929,5029214.559,CARLETON AVE @ SCOTT ST,14172,2.76%,598,78,2017-Mar-28
363180.6901,5026638.535,CARLING AVE @ BROADVIEW AVE,35847,2.13%,1204,15,2017-Apr-20
363775.6929,5027013.539,CARLING AVE @ CHURCHILL AVE,38416,3.07%,549,21,2017-Apr-25
365791.6095,5028278.056,CARLING AVE @ CIVIC HOSPITAL,26688,3.95%,798,40,2017-Apr-12
361262.6811,5025424.524,CARLING AVE @ EDGEWORTH AVE,26428,2.76%,824,41,2017-May-10
361934.6841,5025830.528,CARLING AVE @ FAIRLAWN AVE/WOODROFFE AVE E,44865,2.82%,875,17,2017-Mar-30
362213.686,5026025.53,CARLING AVE @ IROQUOIS RD,27532,2.05%,532,33,2017-May-10
362942.689,5026488.534,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD,46559,2.09%,901,17,2017-Mar-30
366829.7049,5028935.555,CARLING AVE @ PRESTON ST,37801,3.71%,1342,302,2017-Jun-20
348596.351,5014562.768,CARP RD @ ECHOWOODS AVE/KITTIWAKE DR,23150,4.80%,57,12,2017-May-04
348804.577,5014360.433,CARP RD @ HAZELDEAN RD,29467,5.43%,121,19,2017-May-04
348804.577,5014360.433,CARP RD @ HAZELDEAN RD,28673,6.00%,147,1,2017-Nov-23
349415.5819,5014324.431,CARP RD @ HOBIN ST/MCCOOEYE LANE,14043,4.88%,98,11,2017-May-04
346209.563,5017160.461,CARP RD @ RICHARDSON SIDE RD,17756,10.10%,0,10,2017-May-04
341348.0819,5022639.945,CARP RD @ RIVINGTON ST,5349,3.13%,3,4,2017-Aug-16
349524.7871,5014330.211,CARP RD @ STITTSVILLE MAIN ST,24421,3.59%,218,19,2017-May-04
347737.571,5015442.444,CARP RD @ WESTBROOK RD,25826,6.47%,127,4,2017-May-04
365153.291,5029848.782,CARRUTHERS AVE @ SCOTT ST,15235,18.33%,735,37,2017-Mar-28
351950.4529,5018943.516,CASTLEFRANK RD @ KATIMAVIK RD,20673,3.74%,522,3,2017-Mar-30
353398.6189,5016665.445,CASTLEFRANK RD N @ GLAMORGAN DR N,2582,1.46%,43,36,2017-Jul-18
368552.709,5030577.568,CATHERINE ST @ ELGIN ST,14869,2.67%,901,85,2017-Apr-19
367907.7071,5030188.565,CATHERINE ST @ KENT ST,21134,2.85%,1008,15,2017-Apr-05
367747.7071,5030092.565,CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36,12426,3.47%,279,7,2017-Apr-19
367491.706,5029937.564,CATHERINE ST @ PERCY ST,7031,4.29%,639,170,2017-Apr-05
361381.9985,5015465.764,CEDARVIEW RD @ 217 S  OF FALLOWFIELD RD/CEDARV,8534,3.87%,87,0,2017-Jan-17
361474.671,5015252.433,CEDARVIEW RD @ JOCKVALE RD,11283,3.28%,94,0,2017-Jan-17
361474.671,5015252.433,CEDARVIEW RD @ JOCKVALE RD,11180,1.89%,159,2,2017-Jun-29
361667.671,5014806.429,CEDARVIEW RD @ MARAVISTA DR,5990,2.76%,386,36,2017-May-24
361885.4828,5022441.797,CENTREPOINTE DR @ 50 S OF MARBLE ARCH/REC PATH,3531,3.61%,230,6,2017-Jan-12
362327.0129,5023204.499,CENTREPOINTE DR @ HEMMINGWOOD WAY E,11968,1.41%,152,81,2017-Jun-07
362435.1004,5023006.586,CENTREPOINTE DR @ REC PATH BEN FRANKLIN PL,11628,1.82%,794,11,2017-Jan-12
367933.7079,5030047.564,CHAMBERLAIN AVE @ KENT ST,12247,4.07%,348,9,2017-Apr-05
368892.4079,5032643.268,CHAPEL ST @ RIDEAU ST,11093,7.70%,1870,124,2017-May-09
364841.826,5014582.921,CHAPMAN MILLS DR @ LONGFIELDS DR,19691,2.93%,208,77,2017-May-24
384705.76,5037594.569,CHARLEMAGNE BLVD @ VALIN ST,8851,2.70%,180,10,2017-May-25
